DTW distance decrease ↓,LCSS similarity increase ↑,RaTS ↑,|RaTS (preserved)|↓
"0.61 [-1.16, 2.06]","-0.01 [-0.04, 0.07]","0.00 [-0.02, 0.05]","0.14 [0.02, 0.30]"
