Point-wise MSE ↓,Point-wise MAE ↓,DTW distance decrease ↓,LCSS similarity increase ↑,RaTS ↑,|RaTS (preserved)|↓
"6.09 [3.51, 11.38]","2.04 [1.53, 2.87]","4.28 [-8.93, 10.38]","-0.08 [-0.36, 0.24]","3.85 [2.08, 9.30]","4.98 [2.80, 7.32]"
