DTW distance decrease ↓,LCSS similarity increase ↑,RaTS ↑,|RaTS (preserved)|↓
"-2.28 [-6.02, 2.05]","0.08 [-0.02, 0.22]","-1.10 [-3.33, 0.30]","0.82 [0.81, 0.82]"
