DTW distance decrease ↓,LCSS similarity increase ↑,RaTS ↑,|RaTS (preserved)|↓
"-1.26 [-2.77, -0.13]","0.02 [-0.02, 0.08]","0.31 [0.00, 0.79]","0.73 [0.41, 0.94]"
