DTW distance decrease ↓,LCSS similarity increase ↑,RaTS ↑,|RaTS (preserved)|↓
"-2.04 [-7.18, 0.27]","0.05 [-0.04, 0.14]","0.15 [-0.16, 1.35]","1.35 [0.33, 1.43]"
