DTW distance decrease ↓,LCSS similarity increase ↑,RaTS ↑,|RaTS (preserved)|↓
"-1.63 [-3.21, -0.24]","0.04 [-0.01, 0.08]","0.26 [0.00, 0.58]","0.64 [0.31, 0.80]"
