DTW distance decrease ↓,LCSS similarity increase ↑,RaTS ↑,|RaTS (preserved)|↓
"-3.33 [-12.36, -0.04]","0.15 [-0.12, 0.24]","3.78 [1.85, 6.21]","3.01 [1.50, 4.79]"
