DTW distance decrease ↓,LCSS similarity increase ↑,RaTS ↑,|RaTS (preserved)|↓
"-0.27 [-5.68, 2.94]","-0.01 [-0.20, 0.16]","0.15 [0.07, 1.56]","1.34 [0.35, 1.52]"
