DTW distance decrease ↓,LCSS similarity increase ↑,RaTS ↑,|RaTS (preserved)|↓
"-13.00 [-25.23, -5.51]","0.33 [0.02, 0.59]","5.89 [4.83, 14.67]","0.00 [0.00, 0.05]"
