DTW distance decrease ↓,LCSS similarity increase ↑,RaTS ↑,|RaTS (preserved)|↓
"-0.97 [-2.33, 0.23]","0.01 [-0.02, 0.05]","0.17 [-0.01, 0.60]","0.66 [0.37, 0.86]"
