DTW distance decrease ↓,LCSS similarity increase ↑,RaTS ↑,|RaTS (preserved)|↓
"-1.49 [-5.96, 3.74]","0.02 [-0.17, 0.16]","0.15 [0.00, 1.00]","1.01 [0.15, 1.07]"
