DTW distance decrease ↓,LCSS similarity increase ↑,RaTS ↑,|RaTS (preserved)|↓
"-12.98 [-26.49, -5.51]","0.33 [0.02, 0.58]","5.91 [4.86, 14.67]","0.00 [0.00, 0.04]"
