DTW distance decrease ↓,LCSS similarity increase ↑,RaTS ↑,|RaTS (preserved)|↓
"-3.02 [-6.51, -1.49]","0.09 [0.02, 0.20]","-3.90 [-4.45, 0.11]","1.35 [0.98, 1.67]"
