DTW distance decrease ↓,LCSS similarity increase ↑,RaTS ↑,|RaTS (preserved)|↓
"-0.87 [-2.47, 0.58]","0.01 [-0.02, 0.08]","0.10 [-0.00, 0.47]","0.45 [0.13, 0.57]"
